CUSTOMER,INVENTLOCATIONID,ROUTECONFIGNAME
3659,2119,2119_92_1900
3659,2119,2119_92_2000
36595,2418,2418_30_0830
36595,2418,2418_30_1400
36595,2418,2418_30_1700
36595,2418,2418_30_1800
36595,2418,2418_30_1900
36595,2418,2418_30_2000
365999,2511,2511_10_0805
365999,2511,2511_10_1005
365999,2511,2511_10_1315
365999,2511,2511_10_1515
365999,2511,2511_10_1700
365999,2511,2511_10_1800
365999,2511,2511_10_1900
365999,2511,2511_10_2000
366,2120,2120_84_0805
366,2120,2120_84_1015
366,2120,2120_84_1335
366,2120,2120_84_1405
366,2120,2120_84_1535
366,2120,2120_84_1700
366,2120,2120_84_1800
366,2120,2120_84_1900
366,2120,2120_84_2000
3660,2119,2119_70_0845
3660,2119,2119_70_1400
3660,2119,2119_70_1700
3660,2119,2119_70_1800
3660,2119,2119_70_1900
3660,2119,2119_70_2000
3660,2119,2119_92_0630
3660,2119,2119_92_1700
3660,2119,2119_92_1800
3660,2119,2119_92_1900
3660,2119,2119_92_2000
36606,2115,2115_51_1550
36606,2115,2115_51_1700
36606,2115,2115_51_1800
36606,2115,2115_51_1900
36606,2115,2115_51_2000
36608,2418,2418_20_0830
36608,2418,2418_20_1015
36608,2418,2418_20_1400
36608,2418,2418_20_1700
36608,2418,2418_20_1800
36608,2418,2418_20_1900
36608,2418,2418_20_2000
36613,2520,2520_30_0745
36613,2520,2520_30_0915
36613,2520,2520_30_1030
36613,2520,2520_30_1315
36613,2520,2520_30_1515
36613,2520,2520_30_1600
36613,2520,2520_30_1700
36613,2520,2520_30_1800
36613,2520,2520_30_1900
36613,2520,2520_30_2000
366192,2513,2513_20_0815
366192,2513,2513_20_1000
366192,2513,2513_20_1115
366192,2513,2513_20_1345
366192,2513,2513_20_1515
366192,2513,2513_20_1630
366192,2513,2513_20_1700
366192,2513,2513_20_1800
366192,2513,2513_20_1900
366192,2513,2513_20_2000
3662,2119,2119_70_0845
3662,2119,2119_70_1400
3662,2119,2119_70_1700
3662,2119,2119_70_1800
3662,2119,2119_70_1900
3662,2119,2119_70_2000
3662,2119,2119_92_0630
3662,2119,2119_92_1700
3662,2119,2119_92_1800
3662,2119,2119_92_1900
3662,2119,2119_92_2000
36628,2520,2520_70_0815
36628,2520,2520_70_1015
36628,2520,2520_70_1315
36628,2520,2520_70_1515
36628,2520,2520_70_1700
36628,2520,2520_70_1800
36628,2520,2520_70_1900
36628,2520,2520_70_2000
36630,2510,2510_30_0800
36630,2510,2510_30_1000
36630,2510,2510_30_1330
36630,2510,2510_30_1530
36630,2510,2510_30_1700
36630,2510,2510_30_1800
36630,2510,2510_30_1900
36630,2510,2510_30_2000
366316,2401,2401_26_0645
366316,2401,2401_26_0930
366316,2401,2401_26_1310
366316,2401,2401_26_1400
366316,2401,2401_26_1455
366316,2401,2401_26_1700
366316,2401,2401_26_1800
366316,2401,2401_26_1900
366316,2401,2401_26_2000
366320,2201,2201_41_0820
366320,2201,2201_42_1015
366320,2201,2201_43_1350
366320,2201,2201_44_1535
366320,2201,2201_44_1700
366320,2201,2201_44_1800
366320,2201,2201_44_1900
366320,2201,2201_44_2000
366327,2310,2310_50_0930
366327,2310,2310_50_1420
36633,2211,2211_51_0600
36633,2211,2211_52_0900
36633,2211,2211_53_1100
36633,2211,2211_54_1430
36633,2211,2211_54_1700
36633,2211,2211_54_1900
36633,2211,2211_54_2000
366387,2310,2310_52_0930
366387,2310,2310_52_1420
3664,2119,2119_70_0845
3664,2119,2119_70_1400
3664,2119,2119_70_1700
3664,2119,2119_70_1800
3664,2119,2119_70_1900
3664,2119,2119_70_2000
3664,2119,2119_92_0630
3664,2119,2119_92_1700
3664,2119,2119_92_1800
3664,2119,2119_92_1900
3664,2119,2119_92_2000
36641,2501,2501_60_0800
36641,2501,2501_60_0920
36641,2501,2501_60_1050
36641,2501,2501_60_1330
36641,2501,2501_60_1450
36641,2501,2501_60_1600
36641,2501,2501_60_1700
36641,2501,2501_60_1800
36641,2501,2501_60_1900
36641,2501,2501_60_2000
366413,2511,2511_60_0805
366413,2511,2511_60_1005
366413,2511,2511_60_1315
366413,2511,2511_60_1515
366413,2511,2511_60_1700
366413,2511,2511_60_1800
366413,2511,2511_60_1900
366413,2511,2511_60_2000
36645,2518,2518_20_0745
36645,2518,2518_20_0915
36645,2518,2518_20_1030
36645,2518,2518_20_1330
36645,2518,2518_20_1500
36645,2518,2518_20_1525
36645,2518,2518_20_1615
36645,2518,2518_20_1645
36645,2518,2518_20_1700
36645,2518,2518_20_1800
36645,2518,2518_20_1900
36645,2518,2518_20_2000
36648,2112,2112_50_0930
36648,2112,2112_50_1405
36648,2112,2112_50_1700
36648,2112,2112_50_1800
36648,2112,2112_50_1900
36648,2112,2112_50_2000
3665,2119,2119_70_0845
3665,2119,2119_70_1400
3665,2119,2119_70_1700
3665,2119,2119_70_1800
3665,2119,2119_70_1900
3665,2119,2119_70_2000
3665,2119,2119_92_0630
3665,2119,2119_92_1700
3665,2119,2119_92_1800
3665,2119,2119_92_1900
3665,2119,2119_92_2000
36650,2122,2122_30_0820
36650,2122,2122_30_1010
36650,2122,2122_30_1400
36650,2122,2122_30_1545
36650,2122,2122_30_1700
36650,2122,2122_30_1800
36650,2122,2122_30_1900
36650,2122,2122_30_2000
366500,2128,2128_10_0800
366500,2128,2128_10_1000
366500,2128,2128_10_1330
366500,2128,2128_10_1415
366500,2128,2128_10_1530
366500,2128,2128_10_1700
366500,2128,2128_10_1800
366500,2128,2128_10_1900
366500,2128,2128_10_2000
366505,2522,2522_60_0800
366505,2522,2522_60_1000
366505,2522,2522_60_1330
366505,2522,2522_60_1530
366505,2522,2522_60_1700
366505,2522,2522_60_1800
366505,2522,2522_60_1900
366505,2522,2522_60_2000
366507,2215,2215_30_1540
366507,2215,2215_30_1700
366507,2215,2215_30_1800
366507,2215,2215_30_1900
366507,2215,2215_30_2000
366507,2215,2215_41_0830
366507,2215,2215_42_1030
366507,2215,2215_43_1350
36652,2422,2422_10_0645
36652,2422,2422_10_0935
36652,2422,2422_10_1405
36652,2422,2422_10_1700
36652,2422,2422_10_1800
36652,2422,2422_10_1900
36652,2422,2422_10_2000
36655,2125,2125_11_0800
36655,2125,2125_11_1000
36655,2125,2125_11_1345
36655,2125,2125_11_1400
36655,2125,2125_11_1545
36655,2125,2125_11_1700
36655,2125,2125_11_1800
36655,2125,2125_11_1900
36655,2125,2125_11_2000
36656,2125,2125_16_0800
36656,2125,2125_16_1000
36656,2125,2125_16_1345
36656,2125,2125_16_1400
36656,2125,2125_16_1545
36656,2125,2125_16_1700
36656,2125,2125_16_1800
36656,2125,2125_16_1900
36656,2125,2125_16_2000
36658,2501,2501_60_0800
36658,2501,2501_60_0920
36658,2501,2501_60_1050
36658,2501,2501_60_1330
36658,2501,2501_60_1450
36658,2501,2501_60_1600
36658,2501,2501_60_1700
36658,2501,2501_60_1800
36658,2501,2501_60_1900
36658,2501,2501_60_2000
3666,2119,2119_70_0845
3666,2119,2119_70_1400
3666,2119,2119_70_1700
3666,2119,2119_70_1800
3666,2119,2119_70_1900
3666,2119,2119_70_2000
3666,2119,2119_92_0630
3666,2119,2119_92_1700
3666,2119,2119_92_1800
3666,2119,2119_92_1900
3666,2119,2119_92_2000
366607,2501,2501_40_0800
366607,2501,2501_40_0920
366607,2501,2501_40_1050
366607,2501,2501_40_1330
366607,2501,2501_40_1450
366607,2501,2501_40_1600
366607,2501,2501_40_1700
366607,2501,2501_40_1800
366607,2501,2501_40_1900
366607,2501,2501_40_2000
366608,2513,2513_20_0815
366608,2513,2513_20_1000
366608,2513,2513_20_1115
366608,2513,2513_20_1345
366608,2513,2513_20_1515
366608,2513,2513_20_1630
366608,2513,2513_20_1700
366608,2513,2513_20_1800
366608,2513,2513_20_1900
366608,2513,2513_20_2000
366620,2126,2126_02_0810
366620,2126,2126_02_1010
366620,2126,2126_02_1410
366620,2126,2126_02_1700
366620,2126,2126_02_1800
366620,2126,2126_02_1900
366620,2126,2126_02_2000
36667,2119,2119_90_0845
36667,2119,2119_90_1400
36667,2119,2119_90_1700
36667,2119,2119_90_1800
36667,2119,2119_90_1900
36667,2119,2119_90_2000
36667,2119,2119_92_0630
36667,2119,2119_92_1700
36667,2119,2119_92_1800
36667,2119,2119_92_1900
36667,2119,2119_92_2000
36669,2120,2120_85_0805
36669,2120,2120_85_1015
36669,2120,2120_85_1335
36669,2120,2120_85_1405
36669,2120,2120_85_1535
36669,2120,2120_85_1700
36669,2120,2120_85_1800
36669,2120,2120_85_1900
36669,2120,2120_85_2000
36674,2522,2522_10_0800
36674,2522,2522_10_1000
36674,2522,2522_10_1330
36674,2522,2522_10_1530
36674,2522,2522_10_1700
36674,2522,2522_10_1800
36674,2522,2522_10_1900
36674,2522,2522_10_2000
3668,2420,2420_25_0900
3668,2420,2420_25_1400
3668,2420,2420_25_1700
3668,2420,2420_25_1800
3668,2420,2420_25_1900
3668,2420,2420_25_2000
36682,2119,2119_80_0845
36682,2119,2119_80_1400
36682,2119,2119_80_1700
36682,2119,2119_80_1800
36682,2119,2119_80_1900
36682,2119,2119_80_2000
36683,2128,2128_10_0700
36683,2128,2128_10_0800
36683,2128,2128_10_1000
36683,2128,2128_10_1330
36683,2128,2128_10_1415
36683,2128,2128_10_1530
36683,2128,2128_10_1700
36683,2128,2128_10_1800
36683,2128,2128_10_1900
36683,2128,2128_10_2000
36688,2310,2310_54_0930
36688,2310,2310_54_1500
36689,2310,2310_52_0930
36689,2310,2310_52_1420
366942,2422,2422_40_0935
366942,2422,2422_40_1405
366942,2422,2422_40_1700
366942,2422,2422_40_1800
366942,2422,2422_40_1900
366942,2422,2422_40_2000
366962,2518,2518_20_0745
366962,2518,2518_20_0915
366962,2518,2518_20_1030
366962,2518,2518_20_1330
366962,2518,2518_20_1500
366962,2518,2518_20_1525
366962,2518,2518_20_1615
366962,2518,2518_20_1645
366962,2518,2518_20_1700
366962,2518,2518_20_1800
366962,2518,2518_20_1900
366962,2518,2518_20_2000
366963,2518,2518_40_0745
366963,2518,2518_40_0915
366963,2518,2518_40_1030
366963,2518,2518_40_1330
366963,2518,2518_40_1500
366963,2518,2518_40_1525
366963,2518,2518_40_1700
366963,2518,2518_40_1700
366963,2518,2518_40_1800
366963,2518,2518_40_1900
366963,2518,2518_40_2000
366970,2125,2125_13_0800
366970,2125,2125_13_1000
366970,2125,2125_13_1345
366970,2125,2125_13_1400
366970,2125,2125_13_1545
366970,2125,2125_13_1700
366970,2125,2125_13_1800
366970,2125,2125_13_1900
366970,2125,2125_13_2000
366975,2422,2422_40_0935
366975,2422,2422_40_1405
366975,2422,2422_40_1700
366975,2422,2422_40_1800
366975,2422,2422_40_1900
366975,2422,2422_40_2000
36698,2201,2201_21_0825
36698,2201,2201_22_1005
36698,2201,2201_23_1310
36698,2201,2201_24_1525
36698,2201,2201_24_1700
36698,2201,2201_24_1800
36698,2201,2201_24_1900
36698,2201,2201_24_2000
36702,2211,2211_40_0600
36702,2211,2211_40_1145
36702,2211,2211_92_0900
36702,2211,2211_94_1430
36702,2211,2211_94_1700
36702,2211,2211_94_1800
36702,2211,2211_94_1900
36702,2211,2211_94_2000
36704,2201,2201_31_0820
36704,2201,2201_32_1015
36704,2201,2201_33_1300
36704,2201,2201_34_1520
36704,2201,2201_34_1700
36704,2201,2201_34_1800
36704,2201,2201_34_1900
36704,2201,2201_34_2000
36707,2122,2122_40_0820
36707,2122,2122_40_1010
36707,2122,2122_40_1400
36707,2122,2122_40_1545
36707,2122,2122_40_1700
36707,2122,2122_40_1800
36707,2122,2122_40_1900
36707,2122,2122_40_2000
36708,2511,2511_50_0805
36708,2511,2511_50_1005
36708,2511,2511_50_1315
36708,2511,2511_50_1515
36708,2511,2511_50_1700
36708,2511,2511_50_1800
36708,2511,2511_50_1900
36708,2511,2511_50_2000
367123,2211,2211_60_0600
36721,2401,2401_13_0640
36721,2401,2401_13_0845
36721,2401,2401_13_1030
36721,2401,2401_13_1315
36721,2401,2401_13_1400
36721,2401,2401_13_1500
36721,2401,2401_13_1700
36721,2401,2401_13_1800
36721,2401,2401_13_1900
36721,2401,2401_13_2000
36722,2201,2201_71_0810
36722,2201,2201_72_1010
36722,2201,2201_73_1310
36722,2201,2201_74_1510
36722,2201,2201_74_1700
36722,2201,2201_74_1800
36722,2201,2201_74_1900
36722,2201,2201_74_2000
36727,2522,2522_10_0800
36727,2522,2522_10_1000
36727,2522,2522_10_1330
36727,2522,2522_10_1530
36727,2522,2522_10_1700
36727,2522,2522_10_1800
36727,2522,2522_10_1900
36727,2522,2522_10_2000
367278,2418,2418_40_0830
367278,2418,2418_40_1400
367284,2126,2126_03_0810
367284,2126,2126_03_1010
367284,2126,2126_03_1410
367284,2126,2126_03_1700
367284,2126,2126_03_1800
367284,2126,2126_03_1900
367284,2126,2126_03_2000
367284,2126,2126_12_1510
367284,2126,2126_12_1700
367284,2126,2126_12_1800
367284,2126,2126_12_1900
367284,2126,2126_12_2000
36739,2125,2125_13_0800
36739,2125,2125_13_1000
36739,2125,2125_13_1345
36739,2125,2125_13_1400
36739,2125,2125_13_1545
36739,2125,2125_13_1700
36739,2125,2125_13_1800
36739,2125,2125_13_1900
36739,2125,2125_13_2000
36745,2420,2420_27_1400
36745,2420,2420_27_1700
36745,2420,2420_27_1800
36745,2420,2420_27_1900
36745,2420,2420_27_2000
36754,2120,2120_83_0805
36754,2120,2120_83_1015
36754,2120,2120_83_1335
36754,2120,2120_83_1405
36754,2120,2120_83_1535
36754,2120,2120_83_1700
36754,2120,2120_83_1800
36754,2120,2120_83_1900
36754,2120,2120_83_2000
36757,2418,2418_40_0830
36757,2418,2418_40_1400
36759,2212,2212_21_0820
36759,2212,2212_22_1020
36759,2212,2212_23_1325
36759,2212,2212_24_1520
36759,2212,2212_24_1700
36759,2212,2212_24_1800
36759,2212,2212_24_1900
36759,2212,2212_24_2000
36762,2201,2201_43_1350
36762,2201,2201_61_0600
36762,2201,2201_62_0820
36762,2201,2201_63_1010
36762,2201,2201_64_1210
36762,2201,2201_65_1510
36762,2201,2201_65_1700
36762,2201,2201_65_1800
36762,2201,2201_65_1900
36762,2201,2201_65_2000
36767,2119,2119_94_0630
36767,2119,2119_94_0900
36767,2119,2119_94_1030
36767,2119,2119_94_1400
36767,2119,2119_94_1700
36767,2119,2119_94_1800
36767,2119,2119_94_1900
36767,2119,2119_94_2000
367671,2511,2511_60_0805
367671,2511,2511_60_1005
367671,2511,2511_60_1315
367671,2511,2511_60_1515
367671,2511,2511_60_1700
367671,2511,2511_60_1800
367671,2511,2511_60_1900
367671,2511,2511_60_2000
367672,2119,2119_10_0845
367672,2119,2119_10_1400
367672,2119,2119_10_1700
367672,2119,2119_10_1800
367672,2119,2119_10_1900
367672,2119,2119_10_2000
367672,2119,2119_11_1030
367672,2119,2119_11_1700
367672,2119,2119_11_1800
367672,2119,2119_11_1900
367672,2119,2119_11_2000
367672,2119,2119_12_1535
367672,2119,2119_12_1700
367672,2119,2119_12_1800
367672,2119,2119_12_1900
367672,2119,2119_12_2000
367695,2120,2120_83_0805
367695,2120,2120_83_1015
367695,2120,2120_83_1335
367695,2120,2120_83_1405
367695,2120,2120_83_1535
367695,2120,2120_83_1700
367695,2120,2120_83_1800
367695,2120,2120_83_1900
367695,2120,2120_83_2000
367708,2122,2122_10_0820
367708,2122,2122_10_1010
367708,2122,2122_10_1400
367708,2122,2122_10_1545
367708,2122,2122_10_1700
367708,2122,2122_10_1800
367708,2122,2122_10_1900
367708,2122,2122_10_2000
36771,2115,2115_50_0800
36771,2115,2115_50_1000
36771,2115,2115_50_1350
36771,2115,2115_50_1700
36771,2115,2115_50_1800
36771,2115,2115_50_1900
36771,2115,2115_50_2000
36771,2115,2115_51_1550
36771,2115,2115_51_1700
36771,2115,2115_51_1800
36771,2115,2115_51_1900
36771,2115,2115_51_2000
36775,2115,2115_10_0800
36775,2115,2115_10_1000
36775,2115,2115_10_1350
36775,2115,2115_10_1550
36775,2115,2115_10_1700
36775,2115,2115_10_1800
36775,2115,2115_10_1900
36775,2115,2115_10_2000
36778,2212,2212_41_0820
36778,2212,2212_42_1020
36778,2212,2212_43_1325
36778,2212,2212_44_1520
36778,2212,2212_44_1700
36778,2212,2212_44_1800
36778,2212,2212_44_1900
36778,2212,2212_44_2000
36778,2212,2212_61_0600
367794,2501,2501_10_0800
367794,2501,2501_10_0920
367794,2501,2501_10_1050
367794,2501,2501_10_1330
367794,2501,2501_10_1450
367794,2501,2501_10_1600
367794,2501,2501_10_1700
367794,2501,2501_10_1800
367794,2501,2501_10_1900
367794,2501,2501_10_2000
36781,2125,2125_14_0800
36781,2125,2125_14_1000
36781,2125,2125_14_1345
36781,2125,2125_14_1400
36781,2125,2125_14_1545
36781,2125,2125_14_1700
36781,2125,2125_14_1800
36781,2125,2125_14_1900
36781,2125,2125_14_2000
36785,2119,2119_90_0845
36785,2119,2119_90_1400
36785,2119,2119_90_1700
36785,2119,2119_90_1800
36785,2119,2119_90_1900
36785,2119,2119_90_2000
367850,2522,2522_10_0800
367850,2522,2522_10_1000
367850,2522,2522_10_1330
367850,2522,2522_10_1530
367850,2522,2522_10_1700
367850,2522,2522_10_1800
367850,2522,2522_10_1900
367850,2522,2522_10_2000
36789,2501,2501_50_0800
36789,2501,2501_50_0920
36789,2501,2501_50_1050
36789,2501,2501_50_1330
36789,2501,2501_50_1450
36789,2501,2501_50_1600
36789,2501,2501_50_1700
36789,2501,2501_50_1800
36789,2501,2501_50_1900
36789,2501,2501_50_2000
367913,2418,2418_20_0830
367913,2418,2418_20_1015
367917,2312,2312_30_0830
367917,2312,2312_30_1015
367917,2312,2312_30_1400
367917,2312,2312_30_1530
367922,2211,2211_71_0730
367922,2211,2211_72_0900
367922,2211,2211_73_1020
367922,2211,2211_74_1420
367922,2211,2211_75_1600
367922,2211,2211_75_1700
367922,2211,2211_75_1800
367922,2211,2211_75_1900
367922,2211,2211_75_2000
367931,2501,2501_10_0800
367931,2501,2501_10_0920
367931,2501,2501_10_1050
367931,2501,2501_10_1330
367931,2501,2501_10_1450
367931,2501,2501_10_1600
367931,2501,2501_10_1700
367931,2501,2501_10_1800
367931,2501,2501_10_1900
367931,2501,2501_10_2000
367933,2112,2112_30_0930
367933,2112,2112_30_1405
367933,2112,2112_30_1700
367933,2112,2112_30_1800
367933,2112,2112_30_1900
367933,2112,2112_30_2000
36796,2110,2110_10_0800
36796,2110,2110_10_1000
36796,2110,2110_10_1330
36796,2110,2110_10_1430
36796,2110,2110_10_1530
36796,2110,2110_10_1700
36796,2110,2110_10_1800
36796,2110,2110_10_1900
36796,2110,2110_10_2000
36798,2401,2401_15_1500
36798,2411,2411_15_0845
36798,2411,2411_15_1315
36798,2411,2411_15_1415
36798,2411,2411_15_1700
36798,2411,2411_15_1800
36798,2411,2411_15_1900
36798,2411,2411_15_2000
368,2120,2120_84_0805
368,2120,2120_84_1015
368,2120,2120_84_1335
368,2120,2120_84_1405
368,2120,2120_84_1535
368,2120,2120_84_1700
368,2120,2120_84_1800
368,2120,2120_84_1900
368,2120,2120_84_2000
3680,2420,2420_25_0630
3680,2420,2420_25_1145
3680,2420,2420_25_1400
3680,2420,2420_25_1700
3680,2420,2420_25_1800
3680,2420,2420_25_1900
3680,2420,2420_25_2000
3680,2420,2420_27_0900
36800,2422,2422_30_0935
36803,2519,2519_10_0745
36803,2519,2519_10_0930
36803,2519,2519_10_1045
36803,2519,2519_10_1330
36803,2519,2519_10_1450
36803,2519,2519_10_1600
36803,2519,2519_10_1700
36803,2519,2519_10_1800
36803,2519,2519_10_1900
36803,2519,2519_10_2000
368042,2419,2419_50_0645
368042,2419,2419_50_0845
368042,2419,2419_50_1000
368042,2421,2421_35_1200
368042,2421,2421_35_1400
368042,2421,2421_35_1700
368042,2421,2421_35_1800
368042,2421,2421_35_1900
368042,2421,2421_35_2000
36805,2211,2211_40_0600
36805,2211,2211_40_1145
36805,2211,2211_43_0900
368059,2201,2201_71_0810
368059,2201,2201_72_1010
368059,2201,2201_73_1310
368059,2201,2201_74_1510
368059,2201,2201_74_1700
368059,2201,2201_74_1800
368059,2201,2201_74_1900
368059,2201,2201_74_2000
36810,2117,2117_10_0820
36810,2117,2117_10_1015
36810,2117,2117_10_1400
36810,2117,2117_10_1415
36810,2117,2117_10_1605
36810,2117,2117_10_1700
36810,2117,2117_10_1800
36810,2117,2117_10_1900
36810,2117,2117_10_2000
36812,2422,2422_20_0645
36812,2422,2422_20_0935
36812,2422,2422_20_1405
36812,2422,2422_20_1700
36812,2422,2422_20_1800
36812,2422,2422_20_1900
36812,2422,2422_20_2000
36814,2419,2419_30_1000
36814,2419,2419_30_1330
36814,2419,2419_30_1515
36814,2419,2419_30_1700
36814,2419,2419_30_1800
36814,2419,2419_30_1900
36814,2419,2419_30_2000
36814,2419,2419_50_0645
36814,2419,2419_50_0845
36816,2125,2125_18_0800
36816,2125,2125_18_1000
36816,2125,2125_18_1345
36816,2125,2125_18_1400
36816,2125,2125_18_1545
36816,2125,2125_18_1700
36816,2125,2125_18_1800
36816,2125,2125_18_1900
36816,2125,2125_18_2000
36826,2125,2125_15_0800
36826,2125,2125_15_1000
36826,2125,2125_15_1345
36826,2125,2125_15_1400
36826,2125,2125_15_1545
36826,2125,2125_15_1700
36826,2125,2125_15_1800
36826,2125,2125_15_1900
36826,2125,2125_15_2000
36827,2125,2125_17_0800
36827,2125,2125_17_1000
36827,2125,2125_17_1345
36827,2125,2125_17_1400
36827,2125,2125_17_1545
36827,2125,2125_17_1700
36827,2125,2125_17_1800
36827,2125,2125_17_1900
36827,2125,2125_17_2000
36828,2125,2125_18_0800
36828,2125,2125_18_1000
36828,2125,2125_18_1345
36828,2125,2125_18_1400
36828,2125,2125_18_1545
36828,2125,2125_18_1700
36828,2125,2125_18_1800
36828,2125,2125_18_1900
36828,2125,2125_18_2000
3683,2120,2120_83_0805
3683,2120,2120_83_1015
3683,2120,2120_83_1335
3683,2120,2120_83_1405
3683,2120,2120_83_1535
3683,2120,2120_83_1700
3683,2120,2120_83_1800
3683,2120,2120_83_1900
3683,2120,2120_83_2000
36834,2128,2128_10_0800
36834,2128,2128_10_1000
36834,2128,2128_10_1330
36834,2128,2128_10_1415
36834,2128,2128_10_1530
36834,2128,2128_10_1700
36834,2128,2128_10_1800
36834,2128,2128_10_1900
36834,2128,2128_10_2000
36835,2128,2128_10_0700
36835,2128,2128_10_0800
36835,2128,2128_10_1000
36835,2128,2128_10_1330
36835,2128,2128_10_1415
36835,2128,2128_10_1530
36835,2128,2128_10_1700
36835,2128,2128_10_1800
36835,2128,2128_10_1900
36835,2128,2128_10_2000
368353,2211,2211_03_1100
368353,2211,2211_11_0600
368353,2211,2211_12_0900
368353,2211,2211_14_1430
368353,2211,2211_14_1430
368353,2211,2211_14_1430
368353,2211,2211_14_1430
368353,2211,2211_14_1700
368353,2211,2211_14_1800
368353,2211,2211_14_1900
368353,2211,2211_14_2000
36836,2120,2120_85_0805
36836,2120,2120_85_1015
36836,2120,2120_85_1335
36836,2120,2120_85_1405
36836,2120,2120_85_1535
36836,2120,2120_85_1700
36836,2120,2120_85_1800
36836,2120,2120_85_1900
36836,2120,2120_85_2000
36844,2110,2110_10_0800
36844,2110,2110_10_1000
36844,2110,2110_10_1330
36844,2110,2110_10_1430
36844,2110,2110_10_1530
36844,2110,2110_10_1700
36844,2110,2110_10_1800
36844,2110,2110_10_1900
36844,2110,2110_10_2000
36846,2211,2211_01_0600
36846,2211,2211_02_0900
36846,2211,2211_03_1100
36846,2211,2211_04_1430
36846,2211,2211_04_1700
36846,2211,2211_04_1800
36846,2211,2211_04_1900
36846,2211,2211_04_2000
368475,2201,2201_43_1350
368475,2201,2201_61_0600
368475,2201,2201_62_0820
368475,2201,2201_63_1010
368475,2201,2201_64_1210
368475,2201,2201_65_1510
368475,2201,2201_65_1700
368475,2201,2201_65_1800
368475,2201,2201_65_1900
368475,2201,2201_65_2000
36850,2501,2501_50_0800
36850,2501,2501_50_0920
36850,2501,2501_50_1050
36850,2501,2501_50_1330
36850,2501,2501_50_1450
36850,2501,2501_50_1600
36850,2501,2501_50_1700
36850,2501,2501_50_1800
36850,2501,2501_50_1900
36850,2501,2501_50_2000
368508,2520,2520_40_0745
368508,2520,2520_40_0915
368508,2520,2520_40_1030
368508,2520,2520_40_1315
368508,2520,2520_40_1515
368508,2520,2520_40_1600
368508,2520,2520_40_1700
368508,2520,2520_40_1800
368508,2520,2520_40_1900
368508,2520,2520_40_2000
36851,2501,2501_70_0800
36851,2501,2501_70_0920
36851,2501,2501_70_1050
36851,2501,2501_70_1330
36851,2501,2501_70_1450
36851,2501,2501_70_1600
36851,2501,2501_70_1700
36851,2501,2501_70_1800
36851,2501,2501_70_1900
36851,2501,2501_70_2000
368520,2417,2417_10_0815
368520,2417,2417_10_1400
368520,2417,2417_10_1700
368520,2417,2417_10_1800
368520,2417,2417_10_1900
368520,2417,2417_10_2000
368520,2418,2418_10_0630
368520,2418,2418_10_0945
368520,2418,2418_10_1345
368520,2418,2418_10_1700
368520,2418,2418_10_1800
368520,2418,2418_10_1900
368520,2418,2418_10_2000
3686,2126,2126_05_0840
3686,2126,2126_05_1410
3686,2126,2126_05_1700
3686,2126,2126_05_1800
3686,2126,2126_05_1900
3686,2126,2126_05_2000
36860,2201,2201_91_0830
36860,2201,2201_92_1030
36860,2201,2201_93_1355
36860,2201,2201_94_1550
36860,2201,2201_94_1700
36860,2201,2201_94_1800
36860,2201,2201_94_1900
36860,2201,2201_94_2000
36862,2126,2126_10_0840
36862,2126,2126_10_1410
36862,2126,2126_10_1700
36862,2126,2126_10_1800
36862,2126,2126_10_1900
36862,2126,2126_10_2000
368624,2522,2522_10_0800
368624,2522,2522_10_1000
368624,2522,2522_10_1330
368624,2522,2522_10_1530
368624,2522,2522_10_1700
368624,2522,2522_10_1800
368624,2522,2522_10_1900
368624,2522,2522_10_2000
368638,2419,2419_30_1000
368638,2419,2419_30_1330
368638,2419,2419_30_1515
368638,2419,2419_30_1700
368638,2419,2419_30_1800
368638,2419,2419_30_1900
368638,2419,2419_30_2000
368638,2419,2419_50_0645
368638,2419,2419_50_0845
36864,2115,2115_10_0800
36864,2115,2115_10_1000
36864,2115,2115_10_1350
36864,2115,2115_10_1550
36864,2115,2115_10_1700
36864,2115,2115_10_1800
36864,2115,2115_10_1900
36864,2115,2115_10_2000
36865,2420,2420_27_0900
36865,2420,2420_27_1400
36865,2420,2420_27_1700
36865,2420,2420_27_1800
36865,2420,2420_27_1900
36865,2420,2420_27_2000
36868,2117,2117_10_0820
36868,2117,2117_10_1015
36868,2117,2117_10_1400
36868,2117,2117_10_1415
36868,2117,2117_10_1605
36868,2117,2117_10_1700
36868,2117,2117_10_1800
36868,2117,2117_10_1900
36868,2117,2117_10_2000
36869,2125,2125_14_1000
36869,2125,2125_14_1400
36869,2125,2125_14_1545
36869,2125,2125_14_1700
36869,2125,2125_14_1800
36869,2125,2125_14_1900
36869,2125,2125_14_2000
368690,2215,2215_20_1540
368690,2215,2215_20_1700
368690,2215,2215_20_1800
368690,2215,2215_20_1900
368690,2215,2215_20_2000
368690,2215,2215_41_0830
368690,2215,2215_42_1030
368690,2215,2215_43_1350
3687,2126,2126_05_0840
3687,2126,2126_05_1140
3687,2126,2126_05_1410
3687,2126,2126_05_1700
3687,2126,2126_05_1800
3687,2126,2126_05_1900
3687,2126,2126_05_2000
36871,2501,2501_10_0800
36871,2501,2501_10_0920
36871,2501,2501_10_1050
36871,2501,2501_10_1330
36871,2501,2501_10_1450
36871,2501,2501_10_1600
36871,2501,2501_10_1700
36871,2501,2501_10_1800
36871,2501,2501_10_1900
36871,2501,2501_10_2000
36873,2120,2120_84_0805
