CUSTOMER,INVENTLOCATIONID,ROUTECONFIGNAME
10460,2201,2201_31_0820
10460,2201,2201_32_1015
10460,2201,2201_33_1300
10460,2201,2201_34_1520
10460,2201,2201_34_1700
10460,2201,2201_34_1800
10460,2201,2201_34_1900
10460,2201,2201_34_2000
10461,2201,2201_21_0825
10461,2201,2201_22_1005
10461,2201,2201_23_1310
10461,2201,2201_24_1525
10461,2201,2201_24_1700
10461,2201,2201_24_1800
10461,2201,2201_24_1900
10461,2201,2201_24_2000
10461,2201,2201_31_0820
10461,2201,2201_32_1015
10461,2201,2201_33_1300
10461,2201,2201_34_1520
10461,2201,2201_34_1700
10461,2201,2201_34_1800
10461,2201,2201_34_1900
10461,2201,2201_34_2000
10464,2201,2201_31_0820
10464,2201,2201_32_1015
10464,2201,2201_33_1300
10464,2201,2201_34_1520
10464,2201,2201_34_1700
10464,2201,2201_34_1800
10464,2201,2201_34_1900
10464,2201,2201_34_2000
104661,2422,2422_50_0935
10467,2201,2201_31_0820
10467,2201,2201_32_1015
10467,2201,2201_33_1300
10467,2201,2201_34_1520
10467,2201,2201_34_1700
10467,2201,2201_34_1800
10467,2201,2201_34_1900
10467,2201,2201_34_2000
104674,2419,2419_30_1000
104674,2419,2419_30_1330
104674,2419,2419_30_1515
104674,2419,2419_30_1700
104674,2419,2419_30_1800
104674,2419,2419_30_1900
104674,2419,2419_30_2000
104674,2419,2419_50_0645
104674,2419,2419_50_0845
10468,2201,2201_31_0820
10468,2201,2201_32_1015
10468,2201,2201_33_1300
10468,2201,2201_34_1520
10468,2201,2201_34_1700
10468,2201,2201_34_1800
10468,2201,2201_34_1900
10468,2201,2201_34_2000
10469,2201,2201_31_0820
10469,2201,2201_32_1015
10469,2201,2201_33_1300
10469,2201,2201_34_1520
10469,2201,2201_34_1700
10469,2201,2201_34_1800
10469,2201,2201_34_1900
10469,2201,2201_34_2000
10473,2201,2201_31_0820
10473,2201,2201_32_1015
10473,2201,2201_33_1300
10473,2201,2201_34_1520
10473,2201,2201_34_1700
10473,2201,2201_34_1800
10473,2201,2201_34_1900
10473,2201,2201_34_2000
10474,2201,2201_31_0820
10474,2201,2201_32_1015
10474,2201,2201_33_1300
10474,2201,2201_34_1520
10474,2201,2201_34_1700
10474,2201,2201_34_1800
10474,2201,2201_34_1900
10474,2201,2201_34_2000
104759,2201,2201_41_0820
104759,2201,2201_42_1015
104759,2201,2201_43_1350
104759,2201,2201_44_1535
104759,2201,2201_44_1700
104759,2201,2201_44_1800
104759,2201,2201_44_1900
104759,2201,2201_44_2000
104760,2401,2401_23_0630
104760,2401,2401_23_0930
104760,2401,2401_23_1320
104760,2401,2401_23_1345
104760,2401,2401_23_1700
104760,2401,2401_23_1800
104760,2401,2401_23_1900
104760,2401,2401_23_2000
104760,2416,2416_23_1500
104761,2215,2215_10_1540
104761,2215,2215_10_1700
104761,2215,2215_10_1800
104761,2215,2215_10_1900
104761,2215,2215_10_2000
104761,2215,2215_71_0830
104761,2215,2215_72_1030
104761,2215,2215_73_1350
104766,2401,2401_25_0845
104766,2401,2401_25_1030
104766,2401,2401_26_0645
104766,2401,2401_26_1310
104766,2401,2401_26_1400
104766,2401,2401_26_1455
104766,2401,2401_26_1700
104766,2401,2401_26_1800
104766,2401,2401_26_1900
104766,2401,2401_26_2000
104768,2122,2122_30_0820
104768,2122,2122_30_1010
104768,2122,2122_30_1400
104768,2122,2122_30_1545
104768,2122,2122_30_1700
104768,2122,2122_30_1800
104768,2122,2122_30_1900
104768,2122,2122_30_2000
104776,2511,2511_20_0805
104776,2511,2511_20_1005
104776,2511,2511_20_1315
104776,2511,2511_20_1515
104776,2511,2511_20_1700
104776,2511,2511_20_1800
104776,2511,2511_20_1900
104776,2511,2511_20_2000
104777,2201,2201_81_0810
104777,2201,2201_82_1005
104777,2201,2201_83_1310
104777,2201,2201_84_1510
104777,2201,2201_84_1700
104777,2201,2201_84_1800
104777,2201,2201_84_1900
104777,2201,2201_84_2000
10479,2201,2201_31_0820
10479,2201,2201_32_1015
10479,2201,2201_33_1300
10479,2201,2201_34_1520
10479,2201,2201_34_1700
10479,2201,2201_34_1800
10479,2201,2201_34_1900
10479,2201,2201_34_2000
1048,2201,2201_91_0830
1048,2201,2201_92_1030
1048,2201,2201_93_1355
1048,2201,2201_94_1550
1048,2201,2201_94_1700
1048,2201,2201_94_1800
1048,2201,2201_94_1900
1048,2201,2201_94_2000
10481,2201,2201_31_0820
10481,2201,2201_32_1015
10481,2201,2201_33_1300
10481,2201,2201_34_1520
10481,2201,2201_34_1700
10481,2201,2201_34_1800
10481,2201,2201_34_1900
10481,2201,2201_34_2000
104828,2115,2115_30_0800
104828,2115,2115_30_1000
104828,2115,2115_30_1350
104828,2115,2115_30_1700
104828,2115,2115_30_1800
104828,2115,2115_30_1900
104828,2115,2115_30_2000
104830,2201,2201_43_1350
104830,2201,2201_61_0600
104830,2201,2201_62_0820
104830,2201,2201_63_1010
104830,2201,2201_64_1210
104830,2201,2201_65_1510
104830,2201,2201_65_1700
104830,2201,2201_65_1800
104830,2201,2201_65_1900
104830,2201,2201_65_2000
104835,2401,2401_10_0645
104835,2401,2401_10_0930
104835,2401,2401_10_1310
104835,2401,2401_10_1400
104835,2401,2401_10_1500
104835,2401,2401_10_1700
104835,2401,2401_10_1800
104835,2401,2401_10_1900
104835,2401,2401_10_2000
10485,2201,2201_31_0820
10485,2201,2201_32_1015
10485,2201,2201_33_1300
10485,2201,2201_34_1520
10485,2201,2201_34_1700
10485,2201,2201_34_1800
10485,2201,2201_34_1900
10485,2201,2201_34_2000
10488,2201,2201_31_0820
10488,2201,2201_32_1015
10488,2201,2201_33_1300
10488,2201,2201_34_1520
10488,2201,2201_34_1700
10488,2201,2201_34_1800
10488,2201,2201_34_1900
10488,2201,2201_34_2000
10490,2201,2201_31_0820
10490,2201,2201_32_1015
10490,2201,2201_33_1300
10490,2201,2201_34_1520
10490,2201,2201_34_1700
10490,2201,2201_34_1800
10490,2201,2201_34_1900
10490,2201,2201_34_2000
10491,2201,2201_31_0820
10491,2201,2201_32_1015
10491,2201,2201_33_1300
10491,2201,2201_34_1520
10491,2201,2201_34_1700
10491,2201,2201_34_1800
10491,2201,2201_34_1900
10491,2201,2201_34_2000
104913,2125,2125_15_0800
104913,2125,2125_15_1000
104913,2125,2125_15_1345
104913,2125,2125_15_1400
104913,2125,2125_15_1545
104913,2125,2125_15_1700
104913,2125,2125_15_1800
104913,2125,2125_15_1900
104913,2125,2125_15_2000
104919,2520,2520_10_0745
104919,2520,2520_10_1315
104919,2520,2520_20_0915
104919,2520,2520_20_1030
104919,2520,2520_20_1515
104919,2520,2520_20_1600
104919,2520,2520_20_1700
104919,2520,2520_20_1800
104919,2520,2520_20_1900
104919,2520,2520_20_2000
104923,2211,2211_71_0730
104923,2211,2211_72_0900
104923,2211,2211_73_1020
104923,2211,2211_74_1420
104923,2211,2211_75_1600
104923,2211,2211_75_1700
104923,2211,2211_75_1800
104923,2211,2211_75_1900
104923,2211,2211_75_2000
104927,2515,2515_40_0745
104927,2515,2515_40_0915
104927,2515,2515_40_1030
104927,2515,2515_40_1330
104927,2515,2515_40_1500
104927,2515,2515_40_1700
104927,2515,2515_40_1800
104927,2515,2515_40_1900
104927,2515,2515_40_2000
10494,2201,2201_31_0820
10494,2201,2201_32_1015
10494,2201,2201_33_1300
10494,2201,2201_34_1520
10494,2201,2201_34_1700
10494,2201,2201_34_1800
10494,2201,2201_34_1900
10494,2201,2201_34_2000
10496,2201,2201_31_0820
10496,2201,2201_32_1015
10496,2201,2201_33_1300
10496,2201,2201_34_1520
10496,2201,2201_34_1700
10496,2201,2201_34_1800
10496,2201,2201_34_1900
10496,2201,2201_34_2000
10497,2201,2201_31_0820
10497,2201,2201_32_1015
10497,2201,2201_33_1300
10497,2201,2201_34_1520
10497,2201,2201_34_1700
10497,2201,2201_34_1800
10497,2201,2201_34_1900
10497,2201,2201_34_2000
10498,2201,2201_31_0820
10498,2201,2201_32_1015
10498,2201,2201_33_1300
10498,2201,2201_34_1520
10498,2201,2201_34_1700
10498,2201,2201_34_1800
10498,2201,2201_34_1900
10498,2201,2201_34_2000
10499,2201,2201_31_0820
10499,2201,2201_32_1015
10499,2201,2201_33_1300
10499,2201,2201_34_1520
10499,2201,2201_34_1700
10499,2201,2201_34_1800
10499,2201,2201_34_1900
10499,2201,2201_34_2000
10500,2201,2201_31_0820
10500,2201,2201_32_1015
10500,2201,2201_33_1300
10500,2201,2201_34_1520
10500,2201,2201_34_1700
10500,2201,2201_34_1800
10500,2201,2201_34_1900
10500,2201,2201_34_2000
10503,2201,2201_31_0820
10503,2201,2201_32_1015
10503,2201,2201_33_1300
10503,2201,2201_34_1520
10503,2201,2201_34_1700
10503,2201,2201_34_1800
10503,2201,2201_34_1900
10503,2201,2201_34_2000
105059,2120,2120_84_0805
105059,2120,2120_84_1015
105059,2120,2120_84_1335
105059,2120,2120_84_1405
105059,2120,2120_84_1535
105059,2120,2120_84_1700
105059,2120,2120_84_1800
105059,2120,2120_84_1900
105059,2120,2120_84_2000
10506,2201,2201_21_0825
10506,2201,2201_22_1005
10506,2201,2201_23_1310
10506,2201,2201_24_1525
10506,2201,2201_24_1700
10506,2201,2201_24_1800
10506,2201,2201_24_1900
10506,2201,2201_24_2000
10506,2201,2201_31_0820
10506,2201,2201_32_1015
10506,2201,2201_33_1300
10506,2201,2201_34_1520
10506,2201,2201_34_1700
10506,2201,2201_34_1800
10506,2201,2201_34_1900
10506,2201,2201_34_2000
105061,2119,2119_10_0845
105061,2119,2119_10_1400
105061,2119,2119_10_1700
105061,2119,2119_10_1800
105061,2119,2119_10_1900
105061,2119,2119_10_2000
105061,2119,2119_11_1030
105061,2119,2119_11_1700
105061,2119,2119_11_1800
105061,2119,2119_11_1900
105061,2119,2119_11_2000
105061,2119,2119_12_1535
105061,2119,2119_12_1700
105061,2119,2119_12_1800
105061,2119,2119_12_1900
105061,2119,2119_12_2000
105061,2119,2119_94_0630
105070,2401,2401_21_0645
105070,2401,2401_21_0930
105070,2401,2401_21_1310
105070,2401,2401_21_1400
105070,2401,2401_21_1455
105070,2401,2401_21_1700
105070,2401,2401_21_1800
105070,2401,2401_21_1900
105070,2401,2401_21_2000
10508,2201,2201_31_0820
10508,2201,2201_32_1015
10508,2201,2201_33_1300
10508,2201,2201_34_1520
10508,2201,2201_34_1700
10508,2201,2201_34_1800
10508,2201,2201_34_1900
10508,2201,2201_34_2000
105138,2521,2521_40_0800
105138,2521,2521_40_1000
105138,2521,2521_40_1315
105138,2521,2521_40_1515
105138,2521,2521_40_1700
105138,2521,2521_40_1800
105138,2521,2521_40_1900
105138,2521,2521_40_2000
10514,2201,2201_31_0820
10514,2201,2201_32_1015
10514,2201,2201_33_1300
10514,2201,2201_34_1520
10514,2201,2201_34_1700
10514,2201,2201_34_1800
10514,2201,2201_34_1900
10514,2201,2201_34_2000
105142,2119,2119_93_0630
105142,2119,2119_93_0900
105142,2119,2119_93_1100
105142,2119,2119_93_1400
105142,2119,2119_93_1700
105142,2119,2119_93_1800
105142,2119,2119_93_1900
105142,2119,2119_93_2000
10515,2201,2201_31_0820
10515,2201,2201_32_1015
10515,2201,2201_33_1300
10515,2201,2201_34_1520
10515,2201,2201_34_1700
10515,2201,2201_34_1800
10515,2201,2201_34_1900
10515,2201,2201_34_2000
105156,2120,2120_84_0805
105156,2120,2120_84_1015
105156,2120,2120_84_1335
105156,2120,2120_84_1405
105156,2120,2120_84_1535
105156,2120,2120_84_1700
105156,2120,2120_84_1800
105156,2120,2120_84_1900
105156,2120,2120_84_2000
10516,2201,2201_31_0820
10516,2201,2201_32_1015
10516,2201,2201_33_1300
10516,2201,2201_34_1520
10516,2201,2201_34_1700
10516,2201,2201_34_1800
10516,2201,2201_34_1900
10516,2201,2201_34_2000
10519,2215,2215_10_1540
10519,2215,2215_10_1700
10519,2215,2215_10_1800
10519,2215,2215_10_1900
10519,2215,2215_10_2000
10519,2215,2215_71_0830
10519,2215,2215_72_1030
10519,2215,2215_73_1350
105238,2420,2420_27_1400
105238,2420,2420_27_1700
105238,2420,2420_27_1800
105238,2420,2420_27_1900
105238,2420,2420_27_2000
105239,2214,2214_91_0830
105239,2214,2214_92_1540
105239,2215,2215_31_1030
105239,2215,2215_32_1350
10524,2413,2413_78_1205
10524,2413,2413_78_1400
105261,2212,2212_21_0820
105261,2212,2212_22_1020
105261,2212,2212_23_1325
105261,2212,2212_24_1520
105261,2212,2212_24_1700
105261,2212,2212_24_1800
105261,2212,2212_24_1900
105261,2212,2212_24_2000
10529,2122,2122_40_0820
10529,2122,2122_40_1010
10529,2122,2122_40_1400
10529,2122,2122_40_1545
10529,2122,2122_40_1700
10529,2122,2122_40_1800
10529,2122,2122_40_1900
10529,2122,2122_40_2000
10533,2115,2115_50_0800
10533,2115,2115_50_1000
10533,2115,2115_50_1350
10533,2115,2115_50_1700
10533,2115,2115_50_1800
10533,2115,2115_50_1900
10533,2115,2115_50_2000
10533,2115,2115_51_1550
10533,2115,2115_51_1700
10533,2115,2115_51_1800
10533,2115,2115_51_1900
10533,2115,2115_51_2000
105340,2501,2501_40_0800
105340,2501,2501_40_0920
105340,2501,2501_40_1050
105340,2501,2501_40_1330
105340,2501,2501_40_1450
105340,2501,2501_40_1600
105340,2501,2501_40_1700
105340,2501,2501_40_1800
105340,2501,2501_40_1900
105340,2501,2501_40_2000
105341,2215,2215_10_1540
105341,2215,2215_10_1700
105341,2215,2215_10_1800
105341,2215,2215_10_1900
105341,2215,2215_10_2000
105341,2215,2215_71_0830
105341,2215,2215_72_1030
105341,2215,2215_73_1350
10535,2115,2115_50_0800
10535,2115,2115_50_1000
10535,2115,2115_50_1350
10535,2115,2115_50_1700
10535,2115,2115_50_1800
10535,2115,2115_50_1900
10535,2115,2115_50_2000
10535,2115,2115_51_1550
10535,2115,2115_51_1700
10535,2115,2115_51_1800
10535,2115,2115_51_1900
10535,2115,2115_51_2000
105350,2122,2122_20_0820
105350,2122,2122_20_1010
105350,2122,2122_20_1400
105350,2122,2122_20_1545
105350,2122,2122_20_1700
105350,2122,2122_20_1800
105350,2122,2122_20_1900
105350,2122,2122_20_2000
105353,2510,2510_10_0800
105353,2510,2510_10_1000
105353,2510,2510_10_1330
105353,2510,2510_10_1530
105353,2510,2510_10_1700
105353,2510,2510_10_1800
105353,2510,2510_10_1900
105353,2510,2510_10_2000
10538,2520,2520_10_0745
10538,2520,2520_10_0915
10538,2520,2520_10_1030
10538,2520,2520_10_1315
10538,2520,2520_10_1515
10541,2520,2520_10_0745
10541,2520,2520_10_0915
10541,2520,2520_10_1030
10541,2520,2520_10_1315
10541,2520,2520_10_1515
10542,2501,2501_20_0830
10542,2501,2501_20_1015
10542,2501,2501_20_1335
10542,2501,2501_20_1515
10542,2501,2501_20_1700
10542,2501,2501_20_1800
10542,2501,2501_20_1900
10542,2501,2501_20_2000
105425,2117,2117_30_0805
105425,2117,2117_30_1000
105425,2117,2117_30_1335
105425,2117,2117_30_1415
105425,2117,2117_30_1525
105425,2117,2117_30_1700
105425,2117,2117_30_1800
105425,2117,2117_30_1900
105425,2117,2117_30_2000
10543,2520,2520_10_0745
10543,2520,2520_10_0915
10543,2520,2520_10_1030
10543,2520,2520_10_1315
10543,2520,2520_10_1515
10543,2520,2520_10_1600
10543,2520,2520_10_1700
10543,2520,2520_10_1800
10543,2520,2520_10_1900
10543,2520,2520_10_2000
10543,2520,2520_90_0615
10546,2125,2125_16_0800
10546,2125,2125_16_1000
10546,2125,2125_16_1345
10546,2125,2125_16_1400
10546,2125,2125_16_1545
10546,2125,2125_16_1700
10546,2125,2125_16_1800
10546,2125,2125_16_1900
10546,2125,2125_16_2000
10547,2125,2125_17_0800
10547,2125,2125_17_1000
10547,2125,2125_17_1345
10547,2125,2125_17_1400
10547,2125,2125_17_1545
10547,2125,2125_17_1700
10547,2125,2125_17_1800
10547,2125,2125_17_1900
10547,2125,2125_17_2000
10548,2125,2125_16_0800
10548,2125,2125_16_1000
10548,2125,2125_16_1345
10548,2125,2125_16_1400
10548,2125,2125_16_1545
10548,2125,2125_16_1700
10548,2125,2125_16_1800
10548,2125,2125_16_1900
10548,2125,2125_16_2000
10550,2125,2125_16_0800
10550,2125,2125_16_1000
10550,2125,2125_16_1345
10550,2125,2125_16_1400
10550,2125,2125_16_1545
10550,2125,2125_16_1700
10550,2125,2125_16_1800
10550,2125,2125_16_1900
10550,2125,2125_16_2000
10551,2125,2125_16_0800
10551,2125,2125_16_1000
10551,2125,2125_16_1345
10551,2125,2125_16_1400
10551,2125,2125_16_1545
10551,2125,2125_16_1700
10551,2125,2125_16_1800
10551,2125,2125_16_1900
10551,2125,2125_16_2000
10556,2110,2110_10_0800
10556,2110,2110_10_1000
10556,2110,2110_10_1330
10556,2110,2110_10_1430
10556,2110,2110_10_1530
10556,2110,2110_10_1700
10556,2110,2110_10_1800
10556,2110,2110_10_1900
10556,2110,2110_10_2000
10558,2110,2110_10_0800
10558,2110,2110_10_1000
10558,2110,2110_10_1330
10558,2110,2110_10_1430
10558,2110,2110_10_1530
10558,2110,2110_10_1700
10558,2110,2110_10_1800
10558,2110,2110_10_1900
10558,2110,2110_10_2000
10559,2110,2110_10_0800
10559,2110,2110_10_1000
10559,2110,2110_10_1330
10559,2110,2110_10_1430
10559,2110,2110_10_1530
10559,2110,2110_10_1700
10559,2110,2110_10_1800
10559,2110,2110_10_1900
10559,2110,2110_10_2000
10566,2110,2110_10_0800
10566,2110,2110_10_1000
10566,2110,2110_10_1330
10566,2110,2110_10_1430
10566,2110,2110_10_1530
10566,2110,2110_10_1700
10566,2110,2110_10_1800
10566,2110,2110_10_1900
10566,2110,2110_10_2000
10568,2110,2110_10_0800
10568,2110,2110_10_1000
10568,2110,2110_10_1330
10568,2110,2110_10_1430
10568,2110,2110_10_1530
10568,2110,2110_10_1700
10568,2110,2110_10_1800
10568,2110,2110_10_1900
10568,2110,2110_10_2000
105680,2522,2522_40_0800
105680,2522,2522_40_1000
105680,2522,2522_40_1330
105680,2522,2522_40_1530
105680,2522,2522_40_1700
105680,2522,2522_40_1800
105680,2522,2522_40_1900
105680,2522,2522_40_2000
105684,2120,2120_84_0805
105684,2120,2120_84_1015
105684,2120,2120_84_1335
105684,2120,2120_84_1405
105684,2120,2120_84_1535
105684,2120,2120_84_1700
105684,2120,2120_84_1800
105684,2120,2120_84_1900
105684,2120,2120_84_2000
1057,2201,2201_81_0810
1057,2201,2201_82_1005
1057,2201,2201_83_1310
1057,2201,2201_84_1510
1057,2201,2201_84_1700
1057,2201,2201_84_1800
1057,2201,2201_84_1900
1057,2201,2201_84_2000
10570,2122,2122_30_0820
10570,2122,2122_30_1010
10570,2122,2122_30_1400
10570,2122,2122_30_1545
10570,2122,2122_30_1700
10570,2122,2122_30_1800
10570,2122,2122_30_1900
10570,2122,2122_30_2000
10571,2122,2122_30_0820
10571,2122,2122_30_1010
10571,2122,2122_30_1400
10571,2122,2122_30_1545
10571,2122,2122_30_1700
10571,2122,2122_30_1800
10571,2122,2122_30_1900
10571,2122,2122_30_2000
10572,2510,2510_20_0800
10572,2510,2510_20_1000
10572,2510,2510_20_1330
10572,2510,2510_20_1530
10572,2510,2510_20_1700
10572,2510,2510_20_1800
10572,2510,2510_20_1900
10572,2510,2510_20_2000
105774,2128,2128_11_0800
105774,2128,2128_11_1000
105774,2128,2128_11_1330
105774,2128,2128_11_1415
105774,2128,2128_11_1530
105774,2128,2128_11_1700
105774,2128,2128_11_1800
105774,2128,2128_11_1900
105774,2128,2128_11_2000
105775,2115,2115_10_0800
105775,2115,2115_10_1000
105775,2115,2115_10_1350
105775,2115,2115_10_1550
105775,2115,2115_10_1700
105775,2115,2115_10_1800
105775,2115,2115_10_1900
105775,2115,2115_10_2000
105778,2115,2115_20_0800
105778,2115,2115_20_1000
105778,2115,2115_20_1350
105778,2115,2115_20_1550
105778,2115,2115_20_1700
105778,2115,2115_20_1800
105778,2115,2115_20_1900
105778,2115,2115_20_2000
10578,2215,2215_10_1540
10578,2215,2215_10_1700
10578,2215,2215_10_1800
10578,2215,2215_10_1900
10578,2215,2215_10_2000
10578,2215,2215_61_0830
10578,2215,2215_62_1030
10578,2215,2215_63_1350
105780,2501,2501_70_0800
105780,2501,2501_70_0920
105780,2501,2501_70_1050
105780,2501,2501_70_1330
105780,2501,2501_70_1450
105780,2501,2501_70_1600
105780,2501,2501_70_1700
105780,2501,2501_70_1800
105780,2501,2501_70_1900
105780,2501,2501_70_2000
105782,2119,2119_50_0845
105782,2119,2119_50_1400
105782,2119,2119_50_1700
105782,2119,2119_50_1800
105782,2119,2119_50_1900
105782,2119,2119_50_2000
105782,2119,2119_92_0630
105782,2119,2119_92_1700
105782,2119,2119_92_1800
105782,2119,2119_92_1900
105782,2119,2119_92_2000
10580,2518,2518_60_0745
10580,2518,2518_60_0915
10580,2518,2518_60_1030
10580,2518,2518_60_1330
10580,2518,2518_60_1500
10580,2518,2518_60_1525
10580,2518,2518_60_1700
10580,2518,2518_60_1800
10580,2518,2518_60_1900
10580,2518,2518_60_2000
10582,2518,2518_60_0745
10582,2518,2518_60_0915
10582,2518,2518_60_1030
10582,2518,2518_60_1330
10582,2518,2518_60_1500
10582,2518,2518_60_1525
10582,2518,2518_60_1700
10582,2518,2518_60_1800
10582,2518,2518_60_1900
10582,2518,2518_60_2000
10583,2515,2515_30_0745
10583,2515,2515_30_0915
10583,2515,2515_30_1030
10583,2515,2515_30_1330
10583,2515,2515_30_1500
10583,2515,2515_30_1700
10583,2515,2515_30_1800
10583,2515,2515_30_1900
10583,2515,2515_30_2000
105849,2401,2401_15_1500
105849,2411,2411_15_0845
105849,2411,2411_15_1315
105849,2411,2411_15_1415
105849,2411,2411_15_1700
105849,2411,2411_15_1800
105849,2411,2411_15_1900
105849,2411,2411_15_2000
105854,2419,2419_30_1000
105854,2419,2419_30_1330
105854,2419,2419_30_1515
105854,2419,2419_30_1700
105854,2419,2419_30_1800
105854,2419,2419_30_1900
105854,2419,2419_30_2000
105854,2419,2419_50_0645
105854,2419,2419_50_0845
10587,2126,2126_02_0810
10587,2126,2126_02_1010
10587,2126,2126_02_1410
10587,2126,2126_02_1700
10587,2126,2126_02_1800
10587,2126,2126_02_1900
10587,2126,2126_02_2000
10589,2125,2125_13_0800
10589,2125,2125_13_1000
10589,2125,2125_13_1345
10589,2125,2125_13_1400
10589,2125,2125_13_1545
10589,2125,2125_13_1700
10589,2125,2125_13_1800
10589,2125,2125_13_1900
10589,2125,2125_13_2000
10592,2119,2119_60_0845
10592,2119,2119_60_1400
10592,2119,2119_60_1700
10592,2119,2119_60_1800
10592,2119,2119_60_1900
10592,2119,2119_60_2000
10596,2117,2117_10_0820
10596,2117,2117_10_1015
10596,2117,2117_10_1400
10596,2117,2117_10_1415
10596,2117,2117_10_1605
10596,2117,2117_10_1700
10596,2117,2117_10_1800
10596,2117,2117_10_1900
10596,2117,2117_10_2000
105979,2125,2125_11_0800
105979,2125,2125_11_1000
105979,2125,2125_11_1345
105979,2125,2125_11_1400
105979,2125,2125_11_1545
105979,2125,2125_11_1700
105979,2125,2125_11_1800
105979,2125,2125_11_1900
105979,2125,2125_11_2000
10601,2117,2117_10_0820
10601,2117,2117_10_1015
10601,2117,2117_10_1400
10601,2117,2117_10_1415
10601,2117,2117_10_1605
10601,2117,2117_10_1700
10601,2117,2117_10_1800
10601,2117,2117_10_1900
10601,2117,2117_10_2000
10603,2117,2117_10_0820
10603,2117,2117_10_1015
10603,2117,2117_10_1400
10603,2117,2117_10_1415
10603,2117,2117_10_1605
10603,2117,2117_10_1700
10603,2117,2117_10_1800
10603,2117,2117_10_1900
10603,2117,2117_10_2000
10604,2117,2117_10_0820
10604,2117,2117_10_1015
10604,2117,2117_10_1400
10604,2117,2117_10_1415
10604,2117,2117_10_1605
10604,2117,2117_10_1700
10604,2117,2117_10_1800
10604,2117,2117_10_1900
10604,2117,2117_10_2000
10607,2501,2501_20_0830
10607,2501,2501_20_1015
10607,2501,2501_20_1335
10607,2501,2501_20_1515
10607,2501,2501_20_1700
10607,2501,2501_20_1800
10607,2501,2501_20_1900
10607,2501,2501_20_2000
10607,2520,2520_10_0745
10607,2520,2520_10_0915
10607,2520,2520_10_1030
10607,2520,2520_10_1315
10607,2520,2520_10_1515
106075,2518,2518_20_0745
106075,2518,2518_20_0915
106075,2518,2518_20_1030
106075,2518,2518_20_1330
106075,2518,2518_20_1500
106075,2518,2518_20_1525
106075,2518,2518_20_1615
106075,2518,2518_20_1645
106075,2518,2518_20_1700
106075,2518,2518_20_1800
106075,2518,2518_20_1900
106075,2518,2518_20_2000
10611,2501,2501_20_0830
10611,2501,2501_20_1015
10611,2501,2501_20_1335
10611,2501,2501_20_1515
10611,2501,2501_20_1700
10611,2501,2501_20_1800
10611,2501,2501_20_1900
10611,2501,2501_20_2000
10628,2520,2520_30_0745
10628,2520,2520_30_0915
10628,2520,2520_30_1030
10628,2520,2520_30_1315
10628,2520,2520_30_1515
106286,2115,2115_60_0800
106286,2115,2115_60_1000
106286,2115,2115_60_1350
106286,2115,2115_60_1700
106286,2115,2115_60_1800
106286,2115,2115_60_1900
106286,2115,2115_60_2000
10629,2520,2520_30_0745
10629,2520,2520_30_0915
10629,2520,2520_30_1030
10629,2520,2520_30_1315
10629,2520,2520_30_1515
106290,2126,2126_12_0810
106290,2126,2126_12_1010
106290,2126,2126_12_1315
106290,2126,2126_12_1510
106290,2126,2126_12_1700
106290,2126,2126_12_1800
106290,2126,2126_12_1900
106290,2126,2126_12_2000
106290,2511,2511_40_0805
106290,2511,2511_40_1005
106290,2511,2511_40_1315
106290,2511,2511_40_1515
106290,2511,2511_40_1700
106290,2511,2511_40_1800
106290,2511,2511_40_1900
106290,2511,2511_40_2000
106292,2518,2518_60_0745
106292,2518,2518_60_0915
106292,2518,2518_60_1030
106292,2518,2518_60_1330
106292,2518,2518_60_1500
106292,2518,2518_60_1525
106292,2518,2518_60_1700
106292,2518,2518_60_1800
106292,2518,2518_60_1900
106292,2518,2518_60_2000
10634,2520,2520_30_0745
10634,2520,2520_30_0915
10634,2520,2520_30_1030
10634,2520,2520_30_1315
10634,2520,2520_30_1515
10635,2520,2520_30_0745
10635,2520,2520_30_0915
10635,2520,2520_30_1030
10635,2520,2520_30_1315
10635,2520,2520_30_1515
10637,2520,2520_30_0745
10637,2520,2520_30_0915
10637,2520,2520_30_1030
10637,2520,2520_30_1315
10637,2520,2520_30_1515
106391,2110,2110_10_0800
106391,2110,2110_10_1000
106391,2110,2110_10_1330
106391,2110,2110_10_1430
106391,2110,2110_10_1530
106391,2110,2110_10_1700
106391,2110,2110_10_1800
106391,2110,2110_10_1900
106391,2110,2110_10_2000
106391,2110,2110_20_0800
106391,2110,2110_20_1000
106391,2110,2110_20_1345
106391,2110,2110_20_1415
106391,2110,2110_20_1545
106391,2110,2110_20_1700
106391,2110,2110_20_1800
106391,2110,2110_20_1900
106391,2110,2110_20_2000
106392,2117,2117_20_0730
106392,2117,2117_20_0925
106392,2117,2117_20_1410
106392,2117,2117_20_1700
106392,2117,2117_20_1800
106392,2117,2117_20_1900
106392,2117,2117_20_2000
106392,2119,2119_50_0845
106392,2119,2119_50_1400
106392,2119,2119_50_1700
106392,2119,2119_50_1800
106392,2119,2119_50_1900
106392,2119,2119_50_2000
106392,2119,2119_92_0630
106392,2119,2119_92_1700
106392,2119,2119_92_1800
106392,2119,2119_92_1900
106392,2119,2119_92_2000
106399,2126,2126_02_0810
106399,2126,2126_02_1010
106399,2126,2126_02_1410
106399,2126,2126_02_1700
106399,2126,2126_02_1800
106399,2126,2126_02_1900
106399,2126,2126_02_2000
106399,2126,2126_13_0810
106399,2126,2126_13_1010
