66935,2520,2520_50_1515
6694,2115,2115_60_0800
6694,2115,2115_60_1000
6694,2115,2115_60_1350
6694,2115,2115_60_1700
6694,2115,2115_60_1800
6694,2115,2115_60_1900
6694,2115,2115_60_2000
6695,2120,2120_84_0805
6695,2120,2120_84_1015
6695,2120,2120_84_1335
6695,2120,2120_84_1405
6695,2120,2120_84_1535
6695,2120,2120_84_1700
6695,2120,2120_84_1800
6695,2120,2120_84_1900
6695,2120,2120_84_2000
6696,2120,2120_83_0805
6696,2120,2120_83_1015
6696,2120,2120_83_1335
6696,2120,2120_83_1405
6696,2120,2120_83_1535
6696,2120,2120_83_1700
6696,2120,2120_83_1800
6696,2120,2120_83_1900
6696,2120,2120_83_2000
66995,2520,2520_60_0815
66995,2520,2520_60_1015
66995,2520,2520_60_1315
66995,2520,2520_60_1515
66995,2520,2520_60_1700
66995,2520,2520_60_1800
66995,2520,2520_60_1900
66995,2520,2520_60_2000
670,2126,2126_06_0810
670,2126,2126_06_0910
670,2126,2126_06_1010
670,2126,2126_06_1140
670,2126,2126_06_1410
670,2126,2126_06_1700
670,2126,2126_06_1800
670,2126,2126_06_1900
670,2126,2126_06_2000
6700,2415,2415_31_0830
6700,2415,2415_31_1445
6700,2415,2415_31_1700
6700,2415,2415_31_1800
6700,2415,2415_31_1900
6700,2415,2415_31_2000
6701,2415,2415_31_0830
6701,2415,2415_31_1445
6701,2415,2415_31_1700
6701,2415,2415_31_1800
6701,2415,2415_31_1900
6701,2415,2415_31_2000
6702,2415,2415_31_0830
6702,2415,2415_31_1445
6702,2415,2415_31_1700
6702,2415,2415_31_1800
6702,2415,2415_31_1900
6702,2415,2415_31_2000
6704,2125,2125_18_0800
6704,2125,2125_18_1000
6704,2125,2125_18_1345
6704,2125,2125_18_1400
6704,2125,2125_18_1545
6704,2125,2125_18_1700
6704,2125,2125_18_1800
6704,2125,2125_18_1900
6704,2125,2125_18_2000
6705,2125,2125_18_0800
6705,2125,2125_18_1000
6705,2125,2125_18_1345
6705,2125,2125_18_1400
6705,2125,2125_18_1545
6705,2125,2125_18_1700
6705,2125,2125_18_1800
6705,2125,2125_18_1900
6705,2125,2125_18_2000
67075,2520,2520_30_0745
67075,2520,2520_30_0915
67075,2520,2520_30_1030
67075,2520,2520_30_1315
67075,2520,2520_30_1515
67075,2520,2520_30_1600
67075,2520,2520_30_1700
67075,2520,2520_30_1800
67075,2520,2520_30_1900
67075,2520,2520_30_2000
67095,2518,2518_60_0745
67095,2518,2518_60_0915
67095,2518,2518_60_1030
67095,2518,2518_60_1330
67095,2518,2518_60_1500
67095,2518,2518_60_1525
67095,2518,2518_60_1700
67095,2518,2518_60_1800
67095,2518,2518_60_1900
67095,2518,2518_60_2000
671,2126,2126_11_0810
671,2126,2126_11_1010
671,2126,2126_11_1315
671,2126,2126_11_1510
671,2126,2126_11_1700
671,2126,2126_11_1800
671,2126,2126_11_1900
671,2126,2126_11_2000
6710,2125,2125_18_0800
6710,2125,2125_18_1000
6710,2125,2125_18_1345
6710,2125,2125_18_1400
6710,2125,2125_18_1545
6710,2125,2125_18_1700
6710,2125,2125_18_1800
6710,2125,2125_18_1900
6710,2125,2125_18_2000
6711,2125,2125_18_0800
6711,2125,2125_18_1000
6711,2125,2125_18_1345
6711,2125,2125_18_1400
6711,2125,2125_18_1545
6711,2125,2125_18_1700
6711,2125,2125_18_1800
6711,2125,2125_18_1900
6711,2125,2125_18_2000
67115,2521,2521_40_0800
67115,2521,2521_40_1000
67115,2521,2521_40_1315
67115,2521,2521_40_1515
67115,2521,2521_40_1700
67115,2521,2521_40_1800
67115,2521,2521_40_1900
67115,2521,2521_40_2000
6713,2125,2125_18_0800
6713,2125,2125_18_1000
6713,2125,2125_18_1345
6713,2125,2125_18_1400
6713,2125,2125_18_1545
6713,2125,2125_18_1700
6713,2125,2125_18_1800
6713,2125,2125_18_1900
6713,2125,2125_18_2000
67155,2519,2519_10_0745
67155,2519,2519_10_0930
67155,2519,2519_10_1045
67155,2519,2519_10_1330
67155,2519,2519_10_1450
67155,2519,2519_10_1600
67155,2519,2519_10_1700
67155,2519,2519_10_1800
67155,2519,2519_10_1900
67155,2519,2519_10_2000
672,2126,2126_06_0810
672,2126,2126_06_0910
672,2126,2126_06_1010
672,2126,2126_06_1140
672,2126,2126_06_1410
672,2126,2126_06_1700
672,2126,2126_06_1800
672,2126,2126_06_1900
672,2126,2126_06_2000
6720,2520,2520_30_0745
6720,2520,2520_30_0915
6720,2520,2520_30_1030
6720,2520,2520_30_1315
6720,2520,2520_30_1515
6720,2520,2520_30_1600
6720,2520,2520_30_1700
6720,2520,2520_30_1800
6720,2520,2520_30_1900
6720,2520,2520_30_2000
67215,2501,2501_50_0800
67215,2501,2501_50_0920
67215,2501,2501_50_1050
67215,2501,2501_50_1330
67215,2501,2501_50_1450
67215,2501,2501_50_1600
67215,2501,2501_50_1700
67215,2501,2501_50_1800
67215,2501,2501_50_1900
67215,2501,2501_50_2000
6726,2520,2520_30_0745
6726,2520,2520_30_0915
6726,2520,2520_30_1030
6726,2520,2520_30_1315
6726,2520,2520_30_1515
6726,2520,2520_30_1600
6726,2520,2520_30_1700
6726,2520,2520_30_1800
6726,2520,2520_30_1900
6726,2520,2520_30_2000
6727,2520,2520_20_0745
6727,2520,2520_20_0915
6727,2520,2520_20_1030
6727,2520,2520_20_1315
6727,2520,2520_20_1515
6727,2520,2520_20_1600
6727,2520,2520_20_1700
6727,2520,2520_20_1800
6727,2520,2520_20_1900
6727,2520,2520_20_2000
67276,2513,2513_10_0815
67276,2513,2513_10_1000
67276,2513,2513_10_1115
67276,2513,2513_10_1345
67276,2513,2513_10_1515
67276,2513,2513_10_1630
67276,2513,2513_10_1700
67276,2513,2513_10_1800
67276,2513,2513_10_1900
67276,2513,2513_10_2000
67277,2501,2501_40_0800
67277,2501,2501_40_0920
67277,2501,2501_40_1050
67277,2501,2501_40_1330
67277,2501,2501_40_1450
67277,2501,2501_40_1600
67277,2501,2501_40_1700
67277,2501,2501_40_1800
67277,2501,2501_40_1900
67277,2501,2501_40_2000
673,2126,2126_06_0810
673,2126,2126_06_1010
673,2126,2126_06_1140
673,2126,2126_06_1410
673,2126,2126_06_1700
673,2126,2126_06_1800
673,2126,2126_06_1900
673,2126,2126_06_2000
67315,2501,2501_40_0800
67315,2501,2501_40_0920
67315,2501,2501_40_1050
67315,2501,2501_40_1330
67315,2501,2501_40_1450
67315,2501,2501_40_1600
67315,2501,2501_40_1700
67315,2501,2501_40_1800
67315,2501,2501_40_1900
67315,2501,2501_40_2000
6733,2125,2125_12_1000
6733,2125,2125_12_1400
6733,2125,2125_12_1545
6733,2125,2125_12_1700
6733,2125,2125_12_1800
6733,2125,2125_12_1900
6733,2125,2125_12_2000
67355,2513,2513_10_0815
67355,2513,2513_10_1000
67355,2513,2513_10_1115
67355,2513,2513_10_1345
67355,2513,2513_10_1515
67355,2513,2513_10_1630
67355,2513,2513_10_1700
67355,2513,2513_10_1800
67355,2513,2513_10_1900
67355,2513,2513_10_2000
6738,2125,2125_12_1000
6738,2125,2125_12_1400
6738,2125,2125_12_1545
6738,2125,2125_12_1700
6738,2125,2125_12_1800
6738,2125,2125_12_1900
6738,2125,2125_12_2000
6743,2117,2117_20_0730
6743,2117,2117_20_0925
6743,2117,2117_20_1410
6743,2117,2117_20_1700
6743,2117,2117_20_1800
6743,2117,2117_20_1900
6743,2117,2117_20_2000
6746,2215,2215_10_1540
6746,2215,2215_10_1700
6746,2215,2215_10_1800
6746,2215,2215_10_1900
6746,2215,2215_10_2000
6746,2215,2215_20_1540
6746,2215,2215_20_1700
6746,2215,2215_20_1800
6746,2215,2215_20_1900
6746,2215,2215_20_2000
6746,2215,2215_61_0830
6746,2215,2215_62_1030
6746,2215,2215_63_1350
6747,2215,2215_20_1540
6747,2215,2215_20_1700
6747,2215,2215_20_1800
6747,2215,2215_20_1900
6747,2215,2215_20_2000
6747,2215,2215_61_0830
6747,2215,2215_62_1030
6747,2215,2215_63_1350
675,2521,2521_30_0800
675,2521,2521_30_1000
675,2521,2521_30_1315
675,2521,2521_30_1515
675,2521,2521_30_1700
675,2521,2521_30_1800
675,2521,2521_30_1900
675,2521,2521_30_2000
6750,2215,2215_10_1540
6750,2215,2215_10_1700
6750,2215,2215_10_1800
6750,2215,2215_10_1900
6750,2215,2215_10_2000
6750,2215,2215_61_0830
6750,2215,2215_62_1030
6750,2215,2215_63_1350
6751,2215,2215_20_1540
6751,2215,2215_20_1700
6751,2215,2215_20_1800
6751,2215,2215_20_1900
6751,2215,2215_20_2000
6751,2215,2215_61_0830
6751,2215,2215_62_1030
6751,2215,2215_63_1350
67515,2522,2522_10_0800
67515,2522,2522_10_1000
67515,2522,2522_10_1330
67515,2522,2522_10_1530
67515,2522,2522_10_1700
67515,2522,2522_10_1800
67515,2522,2522_10_1900
67515,2522,2522_10_2000
6754,2215,2215_11_0600
6754,2215,2215_20_1540
6754,2215,2215_20_1700
6754,2215,2215_20_1800
6754,2215,2215_20_1900
6754,2215,2215_20_2000
6754,2215,2215_61_0830
6754,2215,2215_62_1030
6754,2215,2215_63_1350
67555,2513,2513_10_0815
67555,2513,2513_10_1000
67555,2513,2513_10_1115
67555,2513,2513_10_1345
67555,2513,2513_10_1515
67555,2513,2513_10_1630
67555,2513,2513_10_1700
67555,2513,2513_10_1800
67555,2513,2513_10_1900
67555,2513,2513_10_2000
6756,2215,2215_20_1540
6756,2215,2215_20_1700
6756,2215,2215_20_1800
6756,2215,2215_20_1900
6756,2215,2215_20_2000
6756,2215,2215_61_0830
6756,2215,2215_62_1030
6756,2215,2215_63_1350
6762,2126,2126_12_0810
6762,2126,2126_12_1010
6762,2126,2126_12_1315
6762,2126,2126_12_1510
6762,2126,2126_12_1700
6762,2126,2126_12_1800
6762,2126,2126_12_1900
6762,2126,2126_12_2000
6767,2126,2126_12_0810
6767,2126,2126_12_1010
6767,2126,2126_12_1315
6767,2126,2126_12_1510
6767,2126,2126_12_1700
6767,2126,2126_12_1800
6767,2126,2126_12_1900
6767,2126,2126_12_2000
